Year,Planting_Dates,Harvesting_Dates,State,State_ANSI,Ag_District,Ag_District_Code,County,County_ANSI,Commodity,ACRES_PLANTED,ACRES_HARVESTED
2021,03-Oct,05-Aug,MICHIGAN,26,SOUTHEAST,90,MACOMB,99,WHEAT,"3,100","2,810"
2021,03-Oct,05-Aug,MICHIGAN,26,SOUTHEAST,90,MONROE,115,WHEAT,"21,400","19,700"
2021,03-Oct,05-Aug,MICHIGAN,26,SOUTHEAST,90,OAKLAND,125,WHEAT,"1,800","1,630"
2021,03-Oct,05-Aug,MICHIGAN,26,SOUTHEAST,90,ST CLAIR,147,WHEAT,"12,400","11,500"
2021,03-Oct,05-Aug,MICHIGAN,26,SOUTHEAST,90,WASHTENAW,161,WHEAT,"12,800","11,800"
2021,03-Oct,05-Aug,MICHIGAN,26,SOUTHWEST,70,ALLEGAN,5,WHEAT,"6,200","5,650"
2021,03-Oct,05-Aug,MICHIGAN,26,SOUTHWEST,70,CASS,27,WHEAT,"2,700","2,290"
2021,03-Oct,05-Aug,MICHIGAN,26,SOUTHWEST,70,KALAMAZOO,77,WHEAT,"3,500","3,170"
2021,03-Oct,05-Aug,MICHIGAN,26,SOUTHWEST,70,KENT,81,WHEAT,"6,400","5,920"
2021,03-Oct,05-Aug,MICHIGAN,26,SOUTHWEST,70,OTTAWA,139,WHEAT,"4,400","4,040"
2021,03-Oct,05-Aug,MICHIGAN,26,WEST CENTRAL,40,MASON,105,WHEAT,"5,800","5,360"
2021,03-Oct,05-Aug,MICHIGAN,26,WEST CENTRAL,40,MUSKEGON,121,WHEAT,"3,400","2,950"
2021,03-Oct,05-Aug,MICHIGAN,26,WEST CENTRAL,40,NEWAYGO,123,WHEAT,"4,200","3,890"
2021,03-Oct,05-Aug,MICHIGAN,26,WEST CENTRAL,40,OCEANA,127,WHEAT,"3,200","2,910"
2021,26-Sep,01-Jul,MISSISSIPPI,28,LOWER DELTA,40,LEFLORE,83,WHEAT,"1,300","1,070"
2021,26-Sep,01-Jul,MISSISSIPPI,28,LOWER DELTA,40,SHARKEY,125,WHEAT,"2,900","2,780"
2021,26-Sep,01-Jul,MISSISSIPPI,28,LOWER DELTA,40,SUNFLOWER,133,WHEAT,"4,300",990
2021,26-Sep,01-Jul,MISSISSIPPI,28,LOWER DELTA,40,YAZOO,163,WHEAT,"4,500","4,360"
2021,26-Sep,01-Jul,MISSISSIPPI,28,NORTH CENTRAL,20,TATE,137,WHEAT,"2,200","2,150"
2021,26-Sep,01-Jul,MISSISSIPPI,28,NORTHEAST,30,ITAWAMBA,57,WHEAT,"1,000",890
2021,26-Sep,01-Jul,MISSISSIPPI,28,UPPER DELTA,10,BOLIVAR,11,WHEAT,"5,400","2,100"
2021,26-Sep,01-Jul,MISSISSIPPI,28,UPPER DELTA,10,COAHOMA,27,WHEAT,"4,900","4,800"
2021,26-Sep,01-Jul,MISSISSIPPI,28,UPPER DELTA,10,QUITMAN,119,WHEAT,"3,800","3,010"
2021,26-Sep,01-Jul,MISSISSIPPI,28,UPPER DELTA,10,TUNICA,143,WHEAT,"4,000","3,700"
2021,24-Sep,18-Jul,MISSOURI,29,CENTRAL,50,BENTON,15,WHEAT,"3,100","2,190"
2021,24-Sep,18-Jul,MISSOURI,29,CENTRAL,50,BOONE,19,WHEAT,"5,900","4,950"
2021,24-Sep,18-Jul,MISSOURI,29,CENTRAL,50,CALLAWAY,27,WHEAT,"9,600","4,760"
2021,24-Sep,18-Jul,MISSOURI,29,CENTRAL,50,HOWARD,89,WHEAT,"5,100","4,070"
2021,24-Sep,18-Jul,MISSOURI,29,CENTRAL,50,MONITEAU,135,WHEAT,"4,200","3,140"
2021,24-Sep,18-Jul,MISSOURI,29,CENTRAL,50,MORGAN,141,WHEAT,"1,900",860
2021,24-Sep,18-Jul,MISSOURI,29,CENTRAL,50,OSAGE,151,WHEAT,"1,300",350
2021,24-Sep,18-Jul,MISSOURI,29,CENTRAL,50,POLK,167,WHEAT,"2,500","1,020"
2021,24-Sep,18-Jul,MISSOURI,29,EAST,60,FRANKLIN,71,WHEAT,"3,600","2,090"
2021,24-Sep,18-Jul,MISSOURI,29,EAST,60,JEFFERSON,99,WHEAT,"1,200",730
2021,24-Sep,18-Jul,MISSOURI,29,EAST,60,LINCOLN,113,WHEAT,"8,100","4,690"
2021,24-Sep,18-Jul,MISSOURI,29,EAST,60,MONTGOMERY,139,WHEAT,"13,600","11,000"
2021,24-Sep,18-Jul,MISSOURI,29,EAST,60,PERRY,157,WHEAT,"16,900","13,900"
2021,24-Sep,18-Jul,MISSOURI,29,EAST,60,ST CHARLES,183,WHEAT,"3,800","2,760"
2021,24-Sep,18-Jul,MISSOURI,29,EAST,60,WARREN,219,WHEAT,"3,100","2,350"
2021,24-Sep,18-Jul,MISSOURI,29,NORTH CENTRAL,20,CARROLL,33,WHEAT,"5,600","4,130"
2021,24-Sep,18-Jul,MISSOURI,29,NORTH CENTRAL,20,CHARITON,41,WHEAT,"7,100","5,820"
2021,24-Sep,18-Jul,MISSOURI,29,NORTH CENTRAL,20,LINN,115,WHEAT,"4,400","2,630"
2021,24-Sep,18-Jul,MISSOURI,29,NORTH CENTRAL,20,RANDOLPH,175,WHEAT,"6,600","5,390"
2021,24-Sep,18-Jul,MISSOURI,29,NORTHEAST,30,AUDRAIN,7,WHEAT,"21,800","18,300"
2021,24-Sep,18-Jul,MISSOURI,29,NORTHEAST,30,LEWIS,111,WHEAT,"3,000","1,280"
2021,24-Sep,18-Jul,MISSOURI,29,NORTHEAST,30,MARION,127,WHEAT,"3,900","3,280"
2021,24-Sep,18-Jul,MISSOURI,29,NORTHEAST,30,PIKE,163,WHEAT,"8,300","6,840"
2021,24-Sep,18-Jul,MISSOURI,29,NORTHEAST,30,RALLS,173,WHEAT,"4,900","3,730"
2021,24-Sep,18-Jul,MISSOURI,29,NORTHEAST,30,SCOTLAND,199,WHEAT,"2,000","1,490"
2021,24-Sep,18-Jul,MISSOURI,29,NORTHWEST,10,ANDREW,3,WHEAT,"1,100",920
2021,24-Sep,18-Jul,MISSOURI,29,NORTHWEST,10,BUCHANAN,21,WHEAT,"1,400","1,110"
2021,24-Sep,18-Jul,MISSOURI,29,NORTHWEST,10,RAY,177,WHEAT,"3,300","2,700"
2021,24-Sep,18-Jul,MISSOURI,29,SOUTH CENTRAL,80,BOLLINGER,17,WHEAT,"5,000","3,080"
2021,24-Sep,18-Jul,MISSOURI,29,SOUTH CENTRAL,80,WEBSTER,225,WHEAT,"1,200",430
2021,24-Sep,18-Jul,MISSOURI,29,SOUTHEAST,90,BUTLER,23,WHEAT,"3,600","3,020"
2021,24-Sep,18-Jul,MISSOURI,29,SOUTHEAST,90,CAPE GIRARDEAU,31,WHEAT,"14,200","11,000"
2021,24-Sep,18-Jul,MISSOURI,29,SOUTHEAST,90,MISSISSIPPI,133,WHEAT,"36,200","30,400"
2021,24-Sep,18-Jul,MISSOURI,29,SOUTHEAST,90,NEW MADRID,143,WHEAT,"8,900","6,120"
2021,24-Sep,18-Jul,MISSOURI,29,SOUTHEAST,90,PEMISCOT,155,WHEAT,"25,000","21,100"
2021,24-Sep,18-Jul,MISSOURI,29,SOUTHEAST,90,SCOTT,201,WHEAT,"27,300","22,900"
2021,24-Sep,18-Jul,MISSOURI,29,SOUTHEAST,90,STODDARD,207,WHEAT,"22,000","18,600"
2021,24-Sep,18-Jul,MISSOURI,29,SOUTHWEST,70,BARTON,11,WHEAT,"50,200","41,500"
2021,24-Sep,18-Jul,MISSOURI,29,SOUTHWEST,70,DADE,57,WHEAT,"20,000","16,800"
2021,24-Sep,18-Jul,MISSOURI,29,SOUTHWEST,70,GREENE,77,WHEAT,"2,600","2,150"
2021,24-Sep,18-Jul,MISSOURI,29,SOUTHWEST,70,JASPER,97,WHEAT,"42,000","35,900"
2021,24-Sep,18-Jul,MISSOURI,29,SOUTHWEST,70,LAWRENCE,109,WHEAT,"11,800","5,000"
2021,24-Sep,18-Jul,MISSOURI,29,SOUTHWEST,70,NEWTON,145,WHEAT,"9,000","7,110"
2021,24-Sep,18-Jul,MISSOURI,29,WEST,40,BATES,13,WHEAT,"13,600","6,900"
2021,24-Sep,18-Jul,MISSOURI,29,WEST,40,ST CLAIR,185,WHEAT,"9,400","7,780"
2021,24-Sep,18-Jul,MISSOURI,29,WEST,40,VERNON,217,WHEAT,"29,000","24,300"
2021,06-Sep,17-Aug,MONTANA,30,CENTRAL,50,BROADWATER,7,WHEAT,"11,800","11,800"
2021,06-Sep,17-Aug,MONTANA,30,CENTRAL,50,CASCADE,13,WHEAT,"108,000","103,000"
2021,06-Sep,17-Aug,MONTANA,30,CENTRAL,50,FERGUS,27,WHEAT,"115,000","92,000"
2021,06-Sep,17-Aug,MONTANA,30,CENTRAL,50,GOLDEN VALLEY,37,WHEAT,"26,100","23,500"
2021,06-Sep,17-Aug,MONTANA,30,CENTRAL,50,JUDITH BASIN,45,WHEAT,"53,500","45,000"
2021,06-Sep,17-Aug,MONTANA,30,CENTRAL,50,LEWIS AND CLARK,49,WHEAT,"5,500","5,300"
2021,06-Sep,17-Aug,MONTANA,30,CENTRAL,50,MEAGHER,59,WHEAT,"5,400","5,400"
2021,06-Sep,17-Aug,MONTANA,30,CENTRAL,50,MUSSELSHELL,65,WHEAT,"14,200","12,300"
2021,06-Sep,17-Aug,MONTANA,30,NORTH CENTRAL,20,BLAINE,5,WHEAT,"49,500","39,400"
2021,06-Sep,17-Aug,MONTANA,30,NORTH CENTRAL,20,CHOUTEAU,15,WHEAT,"395,000","367,500"
2021,06-Sep,17-Aug,MONTANA,30,NORTH CENTRAL,20,GLACIER,35,WHEAT,"68,200","60,000"
2021,06-Sep,17-Aug,MONTANA,30,NORTH CENTRAL,20,HILL,41,WHEAT,"270,000","249,000"
2021,06-Sep,17-Aug,MONTANA,30,NORTH CENTRAL,20,LIBERTY,51,WHEAT,"129,000","117,000"
2021,06-Sep,17-Aug,MONTANA,30,NORTH CENTRAL,20,PHILLIPS,71,WHEAT,"21,500","15,800"
2021,06-Sep,17-Aug,MONTANA,30,NORTH CENTRAL,20,PONDERA,73,WHEAT,"104,500","102,000"
2021,06-Sep,17-Aug,MONTANA,30,NORTH CENTRAL,20,TETON,99,WHEAT,"122,000","117,000"
2021,06-Sep,17-Aug,MONTANA,30,NORTH CENTRAL,20,TOOLE,101,WHEAT,"67,400","65,400"
2021,06-Sep,17-Aug,MONTANA,30,NORTHWEST,10,FLATHEAD,29,WHEAT,"6,100","6,000"
2021,06-Sep,17-Aug,MONTANA,30,NORTHWEST,10,LAKE,47,WHEAT,"1,900","1,700"
2021,06-Sep,17-Aug,MONTANA,30,SOUTH CENTRAL,80,BIG HORN,3,WHEAT,"74,100","72,000"
2021,06-Sep,17-Aug,MONTANA,30,SOUTH CENTRAL,80,PARK,67,WHEAT,"2,400","2,100"
2021,06-Sep,17-Aug,MONTANA,30,SOUTH CENTRAL,80,STILLWATER,95,WHEAT,"22,800","19,200"
2021,06-Sep,17-Aug,MONTANA,30,SOUTH CENTRAL,80,YELLOWSTONE,111,WHEAT,"64,200","54,500"
2021,06-Sep,17-Aug,MONTANA,30,SOUTHEAST,90,CARTER,11,WHEAT,"10,200","2,600"
2021,06-Sep,17-Aug,MONTANA,30,SOUTHEAST,90,FALLON,25,WHEAT,"5,300","1,700"
2021,06-Sep,17-Aug,MONTANA,30,SOUTHEAST,90,PRAIRIE,79,WHEAT,"6,900","4,300"
2021,06-Sep,17-Aug,MONTANA,30,SOUTHWEST,70,GALLATIN,31,WHEAT,"19,800","19,800"
2021,03-Sep,27-Jul,NEBRASKA,31,CENTRAL,50,DAWSON,47,WHEAT,"1,800","1,170"
2021,03-Sep,27-Jul,NEBRASKA,31,EAST,60,DOUGLAS,55,WHEAT,200,190
2021,03-Sep,27-Jul,NEBRASKA,31,EAST,60,MERRICK,121,WHEAT,"1,400","1,320"
2021,03-Sep,27-Jul,NEBRASKA,31,EAST,60,PLATTE,141,WHEAT,300,260
2021,03-Sep,27-Jul,NEBRASKA,31,EAST,60,SAUNDERS,155,WHEAT,"1,400","1,320"
2021,03-Sep,27-Jul,NEBRASKA,31,NORTHWEST,10,BANNER,7,WHEAT,"42,400","39,800"
2021,03-Sep,27-Jul,NEBRASKA,31,NORTHWEST,10,BOX BUTTE,13,WHEAT,"76,000","69,800"
2021,03-Sep,27-Jul,NEBRASKA,31,NORTHWEST,10,CHEYENNE,33,WHEAT,"147,000","134,600"
2021,03-Sep,27-Jul,NEBRASKA,31,NORTHWEST,10,DEUEL,49,WHEAT,"52,700","49,700"
2021,03-Sep,27-Jul,NEBRASKA,31,NORTHWEST,10,GARDEN,69,WHEAT,"29,800","28,200"
2021,03-Sep,27-Jul,NEBRASKA,31,NORTHWEST,10,MORRILL,123,WHEAT,"20,300","18,700"
2021,03-Sep,27-Jul,NEBRASKA,31,NORTHWEST,10,SHERIDAN,161,WHEAT,"25,700","21,800"
2021,03-Sep,27-Jul,NEBRASKA,31,SOUTH,80,ADAMS,1,WHEAT,"2,700","2,460"
2021,03-Sep,27-Jul,NEBRASKA,31,SOUTH,80,FURNAS,65,WHEAT,"27,100","24,200"
2021,03-Sep,27-Jul,NEBRASKA,31,SOUTH,80,GOSPER,73,WHEAT,"5,700","4,900"
2021,03-Sep,27-Jul,NEBRASKA,31,SOUTH,80,HARLAN,83,WHEAT,"12,700","10,500"
2021,03-Sep,27-Jul,NEBRASKA,31,SOUTH,80,KEARNEY,99,WHEAT,"4,200","3,950"
2021,03-Sep,27-Jul,NEBRASKA,31,SOUTH,80,WEBSTER,181,WHEAT,"12,700","11,900"
2021,03-Sep,27-Jul,NEBRASKA,31,SOUTHEAST,90,CLAY,35,WHEAT,"1,200","1,130"
2021,03-Sep,27-Jul,NEBRASKA,31,SOUTHEAST,90,FILLMORE,59,WHEAT,900,850
2021,03-Sep,27-Jul,NEBRASKA,31,SOUTHEAST,90,GAGE,67,WHEAT,"3,500","3,300"
2021,03-Sep,27-Jul,NEBRASKA,31,SOUTHEAST,90,JEFFERSON,95,WHEAT,"4,400","4,140"
2021,03-Sep,27-Jul,NEBRASKA,31,SOUTHEAST,90,NEMAHA,127,WHEAT,"1,100","1,040"
2021,03-Sep,27-Jul,NEBRASKA,31,SOUTHEAST,90,RICHARDSON,147,WHEAT,"1,000",940
2021,03-Sep,27-Jul,NEBRASKA,31,SOUTHEAST,90,SALINE,151,WHEAT,"2,400","2,260"
2021,03-Sep,27-Jul,NEBRASKA,31,SOUTHEAST,90,THAYER,169,WHEAT,"4,600","4,220"
2021,03-Sep,27-Jul,NEBRASKA,31,SOUTHWEST,70,CHASE,29,WHEAT,"29,400","27,600"
2021,03-Sep,27-Jul,NEBRASKA,31,SOUTHWEST,70,DUNDY,57,WHEAT,"28,500","26,400"
2021,03-Sep,27-Jul,NEBRASKA,31,SOUTHWEST,70,HITCHCOCK,87,WHEAT,"50,900","46,700"
2021,03-Sep,27-Jul,NEBRASKA,31,SOUTHWEST,70,KEITH,101,WHEAT,"19,400","18,200"
2021,03-Sep,27-Jul,NEBRASKA,31,SOUTHWEST,70,LINCOLN,111,WHEAT,"8,500","6,980"
2021,03-Sep,27-Jul,NEBRASKA,31,SOUTHWEST,70,PERKINS,135,WHEAT,"61,600","56,700"
2021,03-Sep,27-Jul,NEBRASKA,31,SOUTHWEST,70,RED WILLOW,145,WHEAT,"41,500","39,100"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,CENTRAL COASTAL,80,BEAUFORT,13,WHEAT,"10,800","7,230"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,CENTRAL COASTAL,80,CRAVEN,49,WHEAT,"3,200","2,440"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,CENTRAL COASTAL,80,GREENE,79,WHEAT,"10,000","8,260"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,CENTRAL COASTAL,80,HYDE,95,WHEAT,"4,100","3,400"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,WHEAT,"9,700","7,460"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,CENTRAL COASTAL,80,JONES,103,WHEAT,"5,500","3,250"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,CENTRAL COASTAL,80,LENOIR,107,WHEAT,"6,400","4,710"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,CENTRAL COASTAL,80,PITT,147,WHEAT,"12,000","9,780"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,CENTRAL COASTAL,80,WAYNE,191,WHEAT,"16,700","13,900"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,CENTRAL COASTAL,80,WILSON,195,WHEAT,"8,700","6,750"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,ALEXANDER,3,WHEAT,"2,200","1,410"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,CATAWBA,35,WHEAT,"3,400","2,660"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,DAVIDSON,57,WHEAT,"2,700","1,920"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,DAVIE,59,WHEAT,"2,500","2,190"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,IREDELL,97,WHEAT,"9,100","6,100"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,LEE,105,WHEAT,"1,700","1,250"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,RANDOLPH,151,WHEAT,"5,800","3,160"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,ROWAN,159,WHEAT,"8,100","4,900"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,WAKE,183,WHEAT,"2,800","1,850"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN COASTAL,70,BERTIE,15,WHEAT,"8,000","4,420"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN COASTAL,70,CAMDEN,29,WHEAT,"4,400","3,280"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN COASTAL,70,CHOWAN,41,WHEAT,"2,700","2,080"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN COASTAL,70,CURRITUCK,53,WHEAT,"5,300","4,330"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN COASTAL,70,EDGECOMBE,65,WHEAT,"9,100","7,900"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN COASTAL,70,GATES,73,WHEAT,"5,000","2,330"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN COASTAL,70,MARTIN,117,WHEAT,"4,200","2,510"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN COASTAL,70,NASH,127,WHEAT,"5,000","3,270"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN COASTAL,70,NORTHAMPTON,131,WHEAT,"8,000","6,120"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN COASTAL,70,PASQUOTANK,139,WHEAT,"8,200","6,720"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN COASTAL,70,PERQUIMANS,143,WHEAT,"13,200","10,700"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN COASTAL,70,TYRRELL,177,WHEAT,"9,000","7,600"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,CALDWELL,27,WHEAT,"1,000",750
2021,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,SURRY,171,WHEAT,"2,800","2,240"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ALAMANCE,1,WHEAT,"2,100","1,700"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,CASWELL,33,WHEAT,"1,100",470
2021,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,FORSYTH,67,WHEAT,"1,100",880
2021,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,FRANKLIN,69,WHEAT,"7,900","6,440"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,GRANVILLE,77,WHEAT,"3,700","2,540"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,GUILFORD,81,WHEAT,"4,100","3,380"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ORANGE,135,WHEAT,"1,700","1,300"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,PERSON,145,WHEAT,"7,600","6,360"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ROCKINGHAM,157,WHEAT,"3,400","2,570"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,STOKES,169,WHEAT,400,160
2021,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,VANCE,181,WHEAT,"1,900","1,510"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,WARREN,185,WHEAT,"3,400","2,990"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,SOUTHERN COASTAL,90,BLADEN,17,WHEAT,"2,800","2,300"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,SOUTHERN COASTAL,90,BRUNSWICK,19,WHEAT,"1,600","1,400"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,SOUTHERN COASTAL,90,COLUMBUS,47,WHEAT,"7,900","6,860"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,SOUTHERN COASTAL,90,CUMBERLAND,51,WHEAT,"3,600","3,120"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,SOUTHERN COASTAL,90,DUPLIN,61,WHEAT,"15,000","12,300"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,SOUTHERN COASTAL,90,HARNETT,85,WHEAT,"6,400","5,310"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,SOUTHERN COASTAL,90,HOKE,93,WHEAT,"3,300","1,980"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,SOUTHERN COASTAL,90,ONSLOW,133,WHEAT,"2,300","1,880"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,SOUTHERN COASTAL,90,PENDER,141,WHEAT,"4,200","3,580"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,SOUTHERN COASTAL,90,ROBESON,155,WHEAT,"28,400","24,800"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,WHEAT,"13,100","10,800"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,WHEAT,"4,500","3,700"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,ANSON,7,WHEAT,"8,500","6,410"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,CABARRUS,25,WHEAT,"2,900","2,530"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,CLEVELAND,45,WHEAT,"6,000","4,370"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,GASTON,71,WHEAT,"1,800",960
2021,10-Sep,25-Jul,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,LINCOLN,109,WHEAT,"5,100","3,810"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,MECKLENBURG,119,WHEAT,"1,200",700
2021,10-Sep,25-Jul,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,MONTGOMERY,123,WHEAT,300,130
2021,10-Sep,25-Jul,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,MOORE,125,WHEAT,"2,100","1,270"
2021,10-Sep,25-Jul,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,STANLY,167,WHEAT,"9,300","7,620"
2021,06-Sep,10-Aug,NORTH DAKOTA,38,EAST CENTRAL,60,BARNES,3,WHEAT,"2,600","2,000"
2021,06-Sep,10-Aug,NORTH DAKOTA,38,EAST CENTRAL,60,CASS,17,WHEAT,"2,100","1,620"
2021,06-Sep,10-Aug,NORTH DAKOTA,38,EAST CENTRAL,60,STEELE,91,WHEAT,"2,400","1,630"
2021,06-Sep,10-Aug,NORTH DAKOTA,38,SOUTH CENTRAL,80,EMMONS,29,WHEAT,"3,300","2,460"
2021,06-Sep,10-Aug,NORTH DAKOTA,38,SOUTHEAST,90,MCINTOSH,51,WHEAT,"1,800","1,300"
2021,26-Sep,20-Jul,OHIO,39,CENTRAL,50,DELAWARE,41,WHEAT,"4,700","4,210"
2021,26-Sep,20-Jul,OHIO,39,CENTRAL,50,FAIRFIELD,45,WHEAT,"6,200","5,470"
2021,26-Sep,20-Jul,OHIO,39,CENTRAL,50,FAYETTE,47,WHEAT,"8,600","7,570"
2021,26-Sep,20-Jul,OHIO,39,CENTRAL,50,FRANKLIN,49,WHEAT,"2,000","1,500"
2021,26-Sep,20-Jul,OHIO,39,CENTRAL,50,MADISON,97,WHEAT,"7,700","6,940"
2021,26-Sep,20-Jul,OHIO,39,CENTRAL,50,MORROW,117,WHEAT,"8,300","7,480"
2021,26-Sep,20-Jul,OHIO,39,CENTRAL,50,PICKAWAY,129,WHEAT,"11,000","9,750"
2021,26-Sep,20-Jul,OHIO,39,CENTRAL,50,ROSS,141,WHEAT,"7,200","6,410"
2021,26-Sep,20-Jul,OHIO,39,CENTRAL,50,UNION,159,WHEAT,"8,500","7,660"
2021,26-Sep,20-Jul,OHIO,39,EAST CENTRAL,60,COSHOCTON,31,WHEAT,"1,600","1,410"
2021,26-Sep,20-Jul,OHIO,39,EAST CENTRAL,60,HOLMES,75,WHEAT,"1,500","1,310"
2021,26-Sep,20-Jul,OHIO,39,EAST CENTRAL,60,JEFFERSON,81,WHEAT,400,350
2021,26-Sep,20-Jul,OHIO,39,EAST CENTRAL,60,TUSCARAWAS,157,WHEAT,"2,900","2,400"
2021,26-Sep,20-Jul,OHIO,39,NORTH CENTRAL,20,ASHLAND,5,WHEAT,"5,400","4,690"
2021,26-Sep,20-Jul,OHIO,39,NORTH CENTRAL,20,CRAWFORD,33,WHEAT,"11,800","10,400"
2021,26-Sep,20-Jul,OHIO,39,NORTH CENTRAL,20,ERIE,43,WHEAT,"7,400","6,590"
2021,26-Sep,20-Jul,OHIO,39,NORTH CENTRAL,20,HURON,77,WHEAT,"15,300","13,700"
2021,26-Sep,20-Jul,OHIO,39,NORTH CENTRAL,20,LORAIN,93,WHEAT,"4,000","3,530"
2021,26-Sep,20-Jul,OHIO,39,NORTH CENTRAL,20,OTTAWA,123,WHEAT,"8,200","7,380"
2021,26-Sep,20-Jul,OHIO,39,NORTH CENTRAL,20,RICHLAND,139,WHEAT,"6,700","5,990"
2021,26-Sep,20-Jul,OHIO,39,NORTH CENTRAL,20,SANDUSKY,143,WHEAT,"12,400","11,200"
2021,26-Sep,20-Jul,OHIO,39,NORTH CENTRAL,20,WYANDOT,175,WHEAT,"10,700","9,450"
2021,26-Sep,20-Jul,OHIO,39,NORTHEAST,30,COLUMBIANA,29,WHEAT,"5,400","4,700"
2021,26-Sep,20-Jul,OHIO,39,NORTHEAST,30,GEAUGA,55,WHEAT,700,650
2021,26-Sep,20-Jul,OHIO,39,NORTHEAST,30,MEDINA,103,WHEAT,"3,200","2,540"
